,GEO.id,GEO.id2,GEO.display-label,Year under Quarantine,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017,USPS,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
925,0500000US20071,20071,"Greeley County, Kansas",NA,1247,1248,1259,1255,1268,1283,1301,1299,1280,1249,KS,485002,Greeley County,2016057985,0,778.404,0,38.480404,-101.80597
926,0500000US20073,20073,"Greenwood County, Kansas",NA,6689,6689,6680,6609,6426,6358,6288,6233,6132,6123,KS,485003,Greenwood County,2961121922,24166737,1143.296,9.331,37.879347,-96.241732
927,0500000US20075,20075,"Hamilton County, Kansas",NA,2690,2690,2710,2645,2663,2629,2647,2561,2629,2640,KS,485327,Hamilton County,2580958344,2893322,996.514,1.117,37.995244,-101.793689
928,0500000US20077,20077,"Harper County, Kansas",NA,6034,6034,6008,5938,5863,5843,5832,5783,5680,5590,KS,485004,Harper County,2075276152,3913474,801.269,1.511,37.188184,-98.06659
929,0500000US20079,20079,"Harvey County, Kansas",NA,34684,34684,34740,34700,34782,34729,34584,34783,34774,34544,KS,485005,Harvey County,1397961182,2503283,539.756,0.967,38.050144,-97.436706
930,0500000US20081,20081,"Haskell County, Kansas",NA,4256,4256,4273,4233,4214,4121,4099,4092,4038,4053,KS,485328,Haskell County,1495773052,910409,577.521,0.352,37.554979,-100.879952
931,0500000US20083,20083,"Hodgeman County, Kansas",NA,1916,1918,1919,1957,1929,1925,1888,1866,1833,1842,KS,485006,Hodgeman County,2227369151,826344,859.992,0.319,38.087493,-99.898407
932,0500000US20085,20085,"Jackson County, Kansas",NA,13462,13462,13464,13424,13399,13309,13438,13284,13259,13318,KS,485007,Jackson County,1699600373,4666514,656.219,1.802,39.411145,-95.794485
933,0500000US20087,20087,"Jefferson County, Kansas",NA,19126,19124,19137,18956,18877,18789,18821,18814,18856,18998,KS,485008,Jefferson County,1379359782,62427887,532.574,24.104,39.239644,-95.375314
934,0500000US20089,20089,"Jewell County, Kansas",NA,3077,3077,3067,3093,3057,3063,3047,2966,2888,2850,KS,485009,Jewell County,2356317389,11863330,909.779,4.58,39.777002,-98.222618
935,0500000US20091,20091,"Johnson County, Kansas",NA,544179,544179,545708,552760,559388,566287,572885,578920,584716,591178,KS,485010,Johnson County,1226262480,16736159,473.463,6.462,38.883907,-94.82233
936,0500000US20093,20093,"Kearny County, Kansas",NA,3977,3982,4002,3965,3982,3920,3939,3934,3900,3960,KS,485011,Kearny County,2254696682,1133601,870.543,0.438,37.994461,-101.308136
937,0500000US20095,20095,"Kingman County, Kansas",NA,7858,7860,7857,7889,7824,7800,7678,7628,7414,7360,KS,485012,Kingman County,2236100139,8536907,863.363,3.296,37.552951,-98.144529
938,0500000US20097,20097,"Kiowa County, Kansas",NA,2553,2553,2569,2558,2512,2534,2529,2566,2504,2485,KS,485013,Kiowa County,1871627778,596764,722.64,0.23,37.561231,-99.286539
939,0500000US20099,20099,"Labette County, Kansas",NA,21607,21610,21538,21380,21169,20878,20781,20632,20330,20145,KS,485014,Labette County,1671303693,20263208,645.294,7.824,37.191468,-95.297473
940,0500000US20101,20101,"Lane County, Kansas",NA,1750,1749,1736,1744,1683,1698,1666,1630,1600,1559,KS,485015,Lane County,1858093492,551220,717.414,0.213,38.481286,-100.466185
941,0500000US20103,20103,"Leavenworth County, Kansas",NA,76227,76227,76529,77053,77626,78057,78516,79010,80115,81095,KS,485016,Leavenworth County,1200335284,14221659,463.452,5.491,39.189511,-95.038977
942,0500000US20105,20105,"Lincoln County, Kansas",NA,3241,3241,3244,3232,3178,3159,3182,3142,3077,3043,KS,485017,Lincoln County,1863226687,2748359,719.396,1.061,39.04728,-98.214284
943,0500000US20107,20107,"Linn County, Kansas",NA,9656,9656,9627,9612,9485,9544,9536,9580,9626,9726,KS,485018,Linn County,1538581904,31974029,594.05,12.345,38.216549,-94.844932
944,0500000US20109,20109,"Logan County, Kansas",NA,2756,2754,2769,2761,2789,2771,2764,2781,2812,2821,KS,485019,Logan County,2779039722,274632,1072.993,0.106,38.91327,-101.157402
945,0500000US20111,20111,"Lyon County, Kansas",NA,33690,33690,33650,33632,33534,33463,33134,33119,33400,33392,KS,485020,Lyon County,2194957493,20562422,847.478,7.939,38.455498,-96.161589
946,0500000US20113,20113,"McPherson County, Kansas",NA,29180,29152,29097,29114,29181,29373,28863,28615,28402,28708,KS,485021,McPherson County,2326519566,6031186,898.274,2.329,38.395812,-97.647489
947,0500000US20115,20115,"Marion County, Kansas",NA,12660,12660,12670,12543,12373,12200,12182,12044,12022,11986,KS,485022,Marion County,2445701362,24448710,944.291,9.44,38.359647,-97.102771
948,0500000US20117,20117,"Marshall County, Kansas",NA,10117,10117,10111,9980,10021,9968,9940,9839,9801,9745,KS,485023,Marshall County,2331432992,12743798,900.171,4.92,39.782709,-96.521243
949,0500000US20119,20119,"Meade County, Kansas",NA,4575,4575,4596,4519,4381,4285,4344,4293,4251,4303,KS,485024,Meade County,2533222390,3258258,978.083,1.258,37.243886,-100.360094
950,0500000US20121,20121,"Miami County, Kansas",NA,32787,32783,32884,32735,32669,32834,32873,32751,32963,33461,KS,485025,Miami County,1490955581,37798751,575.661,14.594,38.566772,-94.832963
951,0500000US20123,20123,"Mitchell County, Kansas",NA,6373,6373,6336,6283,6301,6307,6244,6286,6186,6128,KS,485026,Mitchell County,1817632928,44979980,701.792,17.367,39.393026,-98.207362
952,0500000US20125,20125,"Montgomery County, Kansas",NA,35471,35468,35353,34778,34476,34442,34067,33384,32867,32556,KS,485027,Montgomery County,1666728645,20601461,643.528,7.954,37.189537,-95.742403
953,0500000US20127,20127,"Morris County, Kansas",NA,5923,5925,5920,5866,5850,5721,5667,5624,5556,5455,KS,485028,Morris County,1800737060,19736109,695.268,7.62,38.688204,-96.651448
954,0500000US20129,20129,"Morton County, Kansas",NA,3233,3233,3240,3178,3130,3119,3045,2952,2800,2740,KS,485135,Morton County,1889993244,507796,729.731,0.196,37.185249,-101.809516
955,0500000US20131,20131,"Nemaha County, Kansas",NA,10178,10176,10159,10087,10067,10093,10081,10081,10100,10118,KS,485029,Nemaha County,1858124407,5208983,717.426,2.011,39.791043,-96.005381
956,0500000US20133,20133,"Neosho County, Kansas",NA,16512,16517,16480,16445,16419,16381,16328,16262,16058,16015,KS,485030,Neosho County,1480106489,16374155,571.472,6.322,37.564283,-95.315683
957,0500000US20135,20135,"Ness County, Kansas",NA,3107,3107,3104,3117,3079,3087,3081,3010,2956,2869,KS,485031,Ness County,2783557951,667491,1074.738,0.258,38.480437,-99.908745
958,0500000US20137,20137,"Norton County, Kansas",NA,5671,5669,5665,5656,5587,5614,5533,5539,5506,5441,KS,485032,Norton County,2274122723,8421464,878.044,3.252,39.783867,-99.899235
959,0500000US20139,20139,"Osage County, Kansas",NA,16295,16295,16276,16340,16176,16080,15968,15859,15789,15772,KS,485033,Osage County,1827283226,37107132,705.518,14.327,38.648409,-95.707596
960,0500000US20141,20141,"Osborne County, Kansas",NA,3858,3858,3847,3828,3805,3796,3750,3642,3624,3610,KS,485034,Osborne County,2311575393,4806274,892.504,1.856,39.348261,-98.767942
961,0500000US20143,20143,"Ottawa County, Kansas",NA,6091,6091,6096,6063,6028,6043,6028,5934,5919,5863,KS,485035,Ottawa County,1866683174,1567629,720.73,0.605,39.137963,-97.654802
962,0500000US20145,20145,"Pawnee County, Kansas",NA,6973,6971,6980,6978,6862,6864,6823,6771,6742,6680,KS,485036,Pawnee County,1953531655,992041,754.263,0.383,38.181477,-99.234772
963,0500000US20147,20147,"Phillips County, Kansas",NA,5642,5642,5634,5541,5522,5560,5494,5415,5393,5370,KS,485037,Phillips County,2294395642,22493382,885.871,8.685,39.784506,-99.34215
964,0500000US20149,20149,"Pottawatomie County, Kansas",NA,21604,21610,21729,22028,22332,22576,22744,23121,23593,23908,KS,485038,Pottawatomie County,2177617398,54039076,840.783,20.865,39.382187,-96.337113
965,0500000US20151,20151,"Pratt County, Kansas",NA,9656,9651,9639,9644,9764,9783,9761,9685,9572,9547,KS,485039,Pratt County,1903740958,1771939,735.039,0.684,37.647594,-98.74012
966,0500000US20153,20153,"Rawlins County, Kansas",NA,2519,2519,2496,2507,2507,2560,2539,2504,2501,2497,KS,485040,Rawlins County,2769775729,415527,1069.416,0.16,39.786198,-101.076738
967,0500000US20155,20155,"Reno County, Kansas",NA,64511,64511,64549,64425,64212,64083,63678,63488,63040,62510,KS,485041,Reno County,3251326003,43423736,1255.344,16.766,37.948185,-98.078346
968,0500000US20157,20157,"Republic County, Kansas",NA,4980,4980,4938,4891,4825,4767,4737,4681,4651,4691,KS,485042,Republic County,1857980543,7969708,717.37,3.077,39.82891,-97.650921
969,0500000US20159,20159,"Rice County, Kansas",NA,10083,10082,10114,10099,9994,9978,9970,9925,9809,9660,KS,485043,Rice County,1880935846,4482698,726.233,1.731,38.347178,-98.201415
970,0500000US20161,20161,"Riley County, Kansas",NA,71115,71132,71564,73350,77408,76807,76295,76659,74548,74172,KS,485044,Riley County,1579167161,31952420,609.72,12.337,39.291211,-96.727489
971,0500000US20163,20163,"Rooks County, Kansas",NA,5181,5181,5194,5198,5219,5193,5204,5180,5120,5043,KS,485045,Rooks County,2306483733,11962259,890.538,4.619,39.346006,-99.324492
972,0500000US20165,20165,"Rush County, Kansas",NA,3307,3307,3314,3211,3209,3178,3162,3099,3074,3103,KS,485358,Rush County,1858997545,544720,717.763,0.21,38.523592,-99.309183
973,0500000US20167,20167,"Russell County, Kansas",NA,6970,6970,7004,6989,6992,6978,7007,7045,6990,6915,KS,485046,Russell County,2295402887,34126777,886.26,13.176,38.91604,-98.770949
974,0500000US20169,20169,"Saline County, Kansas",NA,55606,55638,55815,55823,55896,55810,55566,55491,55070,54734,KS,485047,Saline County,1865381414,2809967,720.228,1.085,38.786327,-97.650153
975,0500000US20171,20171,"Scott County, Kansas",NA,4936,4936,4960,4923,4889,4943,5003,4989,5011,4961,KS,485048,Scott County,1858536844,306079,717.585,0.118,38.481877,-100.90636
976,0500000US20173,20173,"Sedgwick County, Kansas",NA,498365,498358,499169,500918,504112,506455,508921,510715,512641,513687,KS,485049,Sedgwick County,2583496854,30113787,997.494,11.627,37.681045,-97.461054
977,0500000US20175,20175,"Seward County, Kansas",NA,22952,22950,22979,23163,23400,23354,23297,23174,22756,22159,KS,485050,Seward County,1655865965,2777350,639.333,1.072,37.180623,-100.854932
978,0500000US20177,20177,"Shawnee County, Kansas",NA,177934,177934,178352,178897,178943,178615,178487,178515,178154,178187,KS,485051,Shawnee County,1408930616,30396059,543.991,11.736,39.041805,-95.755664
979,0500000US20179,20179,"Sheridan County, Kansas",NA,2556,2544,2530,2501,2491,2500,2503,2475,2482,2527,KS,485052,Sheridan County,2320518307,647342,895.957,0.25,39.350547,-100.441228
980,0500000US20181,20181,"Sherman County, Kansas",NA,6010,6010,6018,6054,6121,6091,6067,5960,5945,5930,KS,485053,Sherman County,2735193304,548248,1056.064,0.212,39.351352,-101.719859
981,0500000US20183,20183,"Smith County, Kansas",NA,3853,3853,3860,3791,3753,3699,3729,3690,3678,3668,KS,484969,Smith County,2319241783,3884267,895.464,1.5,39.78466,-98.785429
982,0500000US20185,20185,"Stafford County, Kansas",NA,4437,4439,4429,4382,4352,4343,4286,4220,4200,4207,KS,485054,Stafford County,2051389756,7435417,792.046,2.871,38.03563,-98.719889
983,0500000US20187,20187,"Stanton County, Kansas",NA,2235,2236,2245,2212,2154,2176,2133,2066,2100,2060,KS,485055,Stanton County,1762104518,178555,680.352,0.069,37.565932,-101.789383
984,0500000US20189,20189,"Stevens County, Kansas",NA,5724,5726,5752,5637,5753,5819,5831,5786,5655,5612,KS,485056,Stevens County,1883604193,464936,727.264,0.18,37.200969,-101.317577
985,0500000US20191,20191,"Sumner County, Kansas",NA,24132,24137,24117,23785,23635,23535,23379,23406,23203,23159,KS,481812,Sumner County,3060416043,8602566,1181.633,3.321,37.236662,-97.493352
986,0500000US20193,20193,"Thomas County, Kansas",NA,7900,7902,7930,7939,7931,7933,7828,7875,7811,7788,KS,485057,Thomas County,2783425154,288241,1074.687,0.111,39.357713,-101.083385
987,0500000US20195,20195,"Trego County, Kansas",NA,3001,3006,3006,2953,2941,2945,2895,2906,2863,2884,KS,485058,Trego County,2303731642,26281951,889.476,10.148,38.921302,-99.865423
988,0500000US20197,20197,"Wabaunsee County, Kansas",NA,7053,7051,7045,7031,6988,7019,6932,6873,6890,6874,KS,485059,Wabaunsee County,2057386289,13786678,794.361,5.323,38.955154,-96.201262
989,0500000US20199,20199,"Wallace County, Kansas",NA,1485,1485,1480,1525,1523,1560,1502,1506,1505,1524,KS,485060,Wallace County,2366348295,140932,913.652,0.054,38.926626,-101.771103
990,0500000US20201,20201,"Washington County, Kansas",NA,5799,5795,5785,5819,5729,5628,5612,5569,5568,5485,KS,485061,Washington County,2317419238,10139803,894.761,3.915,39.776714,-97.095611
991,0500000US20203,20203,"Wichita County, Kansas",NA,2234,2234,2238,2257,2227,2190,2181,2160,2131,2125,KS,485062,Wichita County,1861078210,61987,718.566,0.024,38.481922,-101.347434
992,0500000US20205,20205,"Wilson County, Kansas",NA,9409,9409,9393,9242,9124,9094,8976,8852,8693,8675,KS,485063,Wilson County,1477379082,12055440,570.419,4.655,37.558515,-95.745175
993,0500000US20207,20207,"Woodson County, Kansas",NA,3309,3309,3309,3322,3275,3216,3188,3145,3195,3147,KS,485064,Woodson County,1289347405,19251486,497.82,7.433,37.888193,-95.758469
994,0500000US20209,20209,"Wyandotte County, Kansas",NA,157505,157505,157641,158022,159471,160940,162106,163384,164418,165288,KS,485065,Wyandotte County,392650861,11890119,151.603,4.591,39.115384,-94.763087
995,0500000US21001,21001,"Adair County, Kentucky",NA,18656,18655,18754,18984,18929,19110,19246,19298,19379,19485,KY,516847,Adair County,1049678094,18430783,405.283,7.116,37.105559,-85.28138
996,0500000US21003,21003,"Allen County, Kentucky",NA,19956,19967,20046,20181,20239,20319,20497,20662,20729,20933,KY,516848,Allen County,891830211,19490893,344.338,7.525,36.75077,-86.192458
997,0500000US21005,21005,"Anderson County, Kentucky",NA,21421,21421,21427,21522,21657,21706,21824,21865,22144,22544,KY,516849,Anderson County,522773659,6311541,201.844,2.437,38.005396,-84.986417
998,0500000US21007,21007,"Ballard County, Kentucky",NA,8249,8247,8261,8270,8288,8255,8191,8217,8057,8039,KY,516850,Ballard County,638850964,70009832,246.662,27.031,37.051323,-89.010367
999,0500000US21009,21009,"Barren County, Kentucky",NA,42173,42173,42124,42324,42607,42924,43028,43549,43789,43801,KY,516851,Barren County,1262733192,32260040,487.544,12.456,36.963671,-85.925162
1000,0500000US21011,21011,"Bath County, Kentucky",NA,11591,11585,11616,11714,11781,11975,12129,12194,12271,12378,KY,516852,Bath County,722081570,13486212,278.797,5.207,38.152249,-83.737641
1001,0500000US21013,21013,"Bell County, Kentucky",NA,28691,28691,28708,28656,28295,28041,27841,27379,27192,26894,KY,516853,Bell County,929806778,5480741,359,2.116,36.72268,-83.681046
1002,0500000US21015,21015,"Boone County, Kentucky",NA,118811,118815,119362,121510,122986,124495,126241,127793,129154,130728,KY,516854,Boone County,637796403,26558591,246.255,10.254,38.974595,-84.731431
1003,0500000US21017,21017,"Bourbon County, Kentucky",NA,19985,19980,19929,19983,19963,19928,19976,20093,20057,20029,KY,516855,Bourbon County,750370820,4849018,289.72,1.872,38.202562,-84.20986
1004,0500000US21019,21019,"Boyd County, Kentucky",NA,49542,49538,49607,49417,49253,48907,48840,48507,48196,47979,KY,516856,Boyd County,414050310,5584870,159.866,2.156,38.360004,-82.681406
1005,0500000US21021,21021,"Boyle County, Kentucky",NA,28432,28416,28643,28760,28978,29579,29760,29714,29888,29924,KY,516857,Boyle County,467093981,6460546,180.346,2.494,37.618104,-84.868352
1006,0500000US21023,21023,"Bracken County, Kentucky",NA,8488,8488,8514,8505,8451,8410,8347,8278,8350,8267,KY,516858,Bracken County,532533292,8636823,205.612,3.335,38.680365,-84.115235
1007,0500000US21025,21025,"Breathitt County, Kentucky",NA,13878,13876,13856,13785,13608,13524,13362,13361,13189,12946,KY,516859,Breathitt County,1275346433,7390878,492.414,2.854,37.506632,-83.28304
1008,0500000US21027,21027,"Breckinridge County, Kentucky",NA,20059,20042,20033,20263,20072,20040,19878,19971,19954,20111,KY,516860,Breckinridge County,1469049378,47701854,567.203,18.418,37.777988,-86.432919
1009,0500000US21029,21029,"Bullitt County, Kentucky",NA,74319,74319,74509,75209,75925,76897,78053,78707,79209,80246,KY,516861,Bullitt County,769200000,8481647,296.99,3.275,37.969928,-85.702641
1010,0500000US21031,21031,"Butler County, Kentucky",NA,12690,12690,12727,12710,12728,12693,12726,12723,12701,12831,KY,516862,Butler County,1103567143,13943044,426.09,5.383,37.207013,-86.682471
1011,0500000US21033,21033,"Caldwell County, Kentucky",NA,12984,12984,13005,13020,12988,12882,12847,12747,12619,12639,KY,516863,Caldwell County,893006262,8700648,344.792,3.359,37.148642,-87.870509
1012,0500000US21035,21035,"Calloway County, Kentucky",NA,37191,37191,37343,37655,38021,38323,38423,38642,38772,38919,KY,516864,Calloway County,997206000,66492945,385.023,25.673,36.620978,-88.274086
1013,0500000US21037,21037,"Campbell County, Kentucky",NA,90336,90336,90611,91063,90887,90999,91592,91906,92034,92488,KY,516865,Campbell County,391966324,20930398,151.339,8.081,38.946981,-84.379583
1014,0500000US21039,21039,"Carlisle County, Kentucky",NA,5104,5104,5089,5041,5033,4963,4966,4860,4816,4846,KY,516866,Carlisle County,490632724,24722530,189.434,9.545,36.857726,-88.975757
1015,0500000US21041,21041,"Carroll County, Kentucky",NA,10811,10809,10805,10971,10837,10801,10708,10654,10599,10713,KY,516867,Carroll County,332993661,22650593,128.57,8.745,38.668394,-85.124024
1016,0500000US21043,21043,"Carter County, Kentucky",NA,27720,27718,27741,27624,27639,27589,27511,27436,27246,27144,KY,516868,Carter County,1060602204,6788531,409.501,2.621,38.309549,-83.048796
1017,0500000US21045,21045,"Casey County, Kentucky",NA,15955,15956,15979,15905,16023,16004,15772,15737,15761,15750,KY,516869,Casey County,1150571810,3892620,444.238,1.503,37.321962,-84.92822
1018,0500000US21047,21047,"Christian County, Kentucky",NA,73955,73939,74122,73467,74914,73619,73327,73095,71735,70416,KY,516870,Christian County,1858332405,16928991,717.506,6.536,36.892059,-87.492986
1019,0500000US21049,21049,"Clark County, Kentucky",NA,35613,35609,35605,35438,35695,35553,35631,35666,35889,36046,KY,516871,Clark County,653878979,6972749,252.464,2.692,37.970133,-84.144974
1020,0500000US21051,21051,"Clay County, Kentucky",NA,21730,21730,21661,21596,21525,21195,21096,20990,20683,20366,KY,516872,Clay County,1215461477,4763611,469.292,1.839,37.157317,-83.718433
1021,0500000US21053,21053,"Clinton County, Kentucky",NA,10272,10267,10244,10157,10269,10171,10198,10177,10220,10276,KY,516873,Clinton County,510864294,21164151,197.246,8.172,36.727258,-85.136098
1022,0500000US21055,21055,"Crittenden County, Kentucky",NA,9315,9315,9297,9248,9223,9179,9175,9170,9163,9084,KY,516874,Crittenden County,932275951,28974004,359.954,11.187,37.358149,-88.10501
1023,0500000US21057,21057,"Cumberland County, Kentucky",NA,6856,6856,6870,6876,6864,6800,6731,6748,6736,6706,KY,516875,Cumberland County,790416910,14830126,305.182,5.726,36.784224,-85.393507
1024,0500000US21059,21059,"Daviess County, Kentucky",NA,96656,96658,96715,97185,97879,98289,98421,99364,99844,100374,KY,516876,Daviess County,1187163564,47158145,458.366,18.208,37.731671,-87.087139
1025,0500000US21061,21061,"Edmonson County, Kentucky",NA,12161,12161,12212,12213,12077,12042,11993,11986,12068,12226,KY,516877,Edmonson County,784468319,13258106,302.885,5.119,37.227514,-86.218015
1026,0500000US21063,21063,"Elliott County, Kentucky",NA,7852,7852,7845,7783,7634,7552,7535,7548,7507,7523,KY,516878,Elliott County,606875936,2608208,234.316,1.007,38.115438,-83.097209
1027,0500000US21065,21065,"Estill County, Kentucky",NA,14672,14672,14706,14648,14499,14479,14439,14370,14345,14277,KY,516879,Estill County,655468668,6557602,253.078,2.532,37.692449,-83.963983
1028,0500000US21067,21067,"Fayette County, Kentucky",NA,295803,295805,296702,301368,305303,308591,310886,315055,319052,321959,KY,516880,Fayette County,734615998,4922111,283.637,1.9,38.040676,-84.458274
1029,0500000US21069,21069,"Fleming County, Kentucky",NA,14348,14355,14409,14495,14541,14549,14487,14588,14506,14446,KY,516881,Fleming County,902719721,7185948,348.542,2.775,38.368431,-83.706152
1030,0500000US21071,21071,"Floyd County, Kentucky",NA,39451,39451,39931,39752,39138,38471,37994,37529,36969,36271,KY,516882,Floyd County,1018773537,6098292,393.351,2.355,37.559878,-82.743361
1031,0500000US21073,21073,"Franklin County, Kentucky",NA,49285,49283,49263,49294,49420,49424,49688,50008,50241,50485,KY,516883,Franklin County,538073033,11025563,207.751,4.257,38.234919,-84.868786
1032,0500000US21075,21075,"Fulton County, Kentucky",NA,6813,6813,6806,6745,6563,6387,6267,6269,6180,6192,KY,516884,Fulton County,533358346,64084949,205.931,24.743,36.552511,-89.187659
1033,0500000US21077,21077,"Gallatin County, Kentucky",NA,8589,8589,8614,8608,8536,8553,8612,8591,8728,8776,KY,516885,Gallatin County,254699793,16518583,98.34,6.378,38.760103,-84.862153
1034,0500000US21079,21079,"Garrard County, Kentucky",NA,16912,16912,16949,16875,17017,17003,16986,17219,17398,17523,KY,516886,Garrard County,595899383,10017670,230.078,3.868,37.630162,-84.545856
1035,0500000US21081,21081,"Grant County, Kentucky",NA,24662,24659,24681,24758,24507,24553,24819,24734,24908,24984,KY,516887,Grant County,668161261,7236760,257.979,2.794,38.64916,-84.625927
1036,0500000US21083,21083,"Graves County, Kentucky",NA,37121,37121,37225,37568,37516,37339,37523,37165,37148,37121,KY,516888,Graves County,1429025286,13047565,551.75,5.038,36.723344,-88.649897
1037,0500000US21085,21085,"Grayson County, Kentucky",NA,25746,25746,25786,25752,25797,25953,26065,26130,26140,26358,KY,516889,Grayson County,1291710298,31853979,498.732,12.299,37.458577,-86.344011
1038,0500000US21087,21087,"Green County, Kentucky",NA,11258,11260,11234,11192,11282,11156,11028,10970,11001,11065,KY,516890,Green County,740839712,7123457,286.04,2.75,37.269637,-85.561403
1039,0500000US21089,21089,"Greenup County, Kentucky",NA,36910,36914,36892,36829,36673,36475,36288,35982,35795,35518,KY,516891,Greenup County,892135587,25884322,344.455,9.994,38.563562,-82.93382
1040,0500000US21091,21091,"Hancock County, Kentucky",NA,8565,8565,8551,8589,8643,8630,8685,8645,8737,8801,KY,516892,Hancock County,486020462,29093100,187.654,11.233,37.843325,-86.792761
1041,0500000US21093,21093,"Hardin County, Kentucky",NA,105543,105537,106952,107479,108175,108884,108425,106224,106893,108071,KY,516893,Hardin County,1614331601,17701432,623.297,6.835,37.695836,-85.963183
1042,0500000US21095,21095,"Harlan County, Kentucky",NA,29278,29278,29219,29120,28673,28486,28016,27507,27016,26713,KY,516894,Harlan County,1206490776,6014027,465.829,2.322,36.859223,-83.221497
1043,0500000US21097,21097,"Harrison County, Kentucky",NA,18846,18849,18808,18686,18600,18535,18610,18636,18588,18781,KY,516895,Harrison County,793480924,9057368,306.365,3.497,38.444578,-84.334131
1044,0500000US21099,21099,"Hart County, Kentucky",NA,18199,18199,18192,18293,18404,18462,18504,18404,18527,18757,KY,516896,Hart County,1068313096,13912256,412.478,5.372,37.316435,-85.8791
1045,0500000US21101,21101,"Henderson County, Kentucky",NA,46250,46250,46260,46327,46422,46344,46381,46365,46244,45928,KY,516897,Henderson County,1130483404,76387046,436.482,29.493,37.792542,-87.572577
1046,0500000US21103,21103,"Henry County, Kentucky",NA,15416,15414,15375,15370,15326,15418,15543,15566,15853,16006,KY,516898,Henry County,741450757,12552369,286.276,4.846,38.451585,-85.11989
1047,0500000US21105,21105,"Hickman County, Kentucky",NA,4902,4902,4859,4781,4735,4707,4677,4608,4612,4520,KY,516899,Hickman County,627487971,27882017,242.274,10.765,36.675896,-88.972084
1048,0500000US21107,21107,"Hopkins County, Kentucky",NA,46920,46920,46840,46844,46619,46431,46172,46067,45708,45547,KY,516900,Hopkins County,1403746106,32182700,541.989,12.426,37.31107,-87.542196
1049,0500000US21109,21109,"Jackson County, Kentucky",NA,13494,13494,13484,13388,13312,13397,13313,13330,13373,13431,KY,516901,Jackson County,894055741,3407438,345.197,1.316,37.403458,-84.020576
1050,0500000US21111,21111,"Jefferson County, Kentucky",NA,741096,741106,742018,746337,751377,757955,761099,764341,767335,771158,KY,516902,Jefferson County,985870988,44122247,380.647,17.036,38.189532,-85.657624
1051,0500000US21113,21113,"Jessamine County, Kentucky",NA,48586,48584,48682,48895,49465,50069,50848,51788,52255,53375,KY,516903,Jessamine County,445871152,6166287,172.152,2.381,37.873291,-84.58396
1052,0500000US21115,21115,"Johnson County, Kentucky",NA,23356,23358,23384,23418,23411,23463,23257,23137,22870,22594,KY,516904,Johnson County,678468756,5639297,261.958,2.177,37.84926,-82.830639
1053,0500000US21117,21117,"Kenton County, Kentucky",NA,159720,159720,160006,160408,161320,162660,163195,164084,164596,165399,KY,516905,Kenton County,414950497,10577248,160.213,4.084,38.930503,-84.533438
1054,0500000US21119,21119,"Knott County, Kentucky",NA,16346,16346,16336,16291,16108,16070,15923,15657,15510,15291,KY,516906,Knott County,910427757,3453309,351.518,1.333,37.359724,-82.945724
1055,0500000US21121,21121,"Knox County, Kentucky",NA,31883,31883,31846,31877,31502,31647,31518,31404,31324,31227,KY,516907,Knox County,1000508765,3753811,386.299,1.449,36.887476,-83.85563
1056,0500000US21123,21123,"Larue County, Kentucky",NA,14193,14193,14179,14189,14061,14031,14119,14122,14033,14205,KY,516908,Larue County,677386387,5418290,261.54,2.092,37.544462,-85.696841
1057,0500000US21125,21125,"Laurel County, Kentucky",NA,58849,58849,58992,59327,59480,59629,59840,59870,59990,60174,KY,516909,Laurel County,1123945963,25218355,433.958,9.737,37.113268,-84.119395
1058,0500000US21127,21127,"Lawrence County, Kentucky",NA,15860,15858,15865,15942,15896,15903,15889,15862,15846,15719,KY,516910,Lawrence County,1076385464,11584860,415.595,4.473,38.074457,-82.738302
1059,0500000US21129,21129,"Lee County, Kentucky",NA,7887,7889,7719,7710,7584,6881,6797,6740,6598,6570,KY,516911,Lee County,540937712,6215038,208.857,2.4,37.608116,-83.719248
1060,0500000US21131,21131,"Leslie County, Kentucky",NA,11310,11310,11278,11237,11141,10986,10833,10646,10439,10334,KY,516912,Leslie County,1038165209,9230600,400.838,3.564,37.087846,-83.388617
1061,0500000US21133,21133,"Letcher County, Kentucky",NA,24519,24519,24542,24383,24020,23548,23366,23055,22749,22339,KY,516913,Letcher County,875192042,2898572,337.914,1.119,37.118536,-82.861251
1062,0500000US21135,21135,"Lewis County, Kentucky",NA,13870,13872,13826,13793,13763,13676,13750,13586,13475,13339,KY,516914,Lewis County,1250540181,32492720,482.836,12.546,38.552152,-83.376774
1063,0500000US21137,21137,"Lincoln County, Kentucky",NA,24742,24754,24740,24737,24424,24458,24447,24360,24346,24456,KY,516915,Lincoln County,861936841,9315386,332.796,3.597,37.457174,-84.658335
1064,0500000US21139,21139,"Livingston County, Kentucky",NA,9519,9519,9520,9503,9437,9331,9331,9295,9215,9269,KY,516916,Livingston County,810999158,75642166,313.129,29.206,37.209517,-88.363426
1065,0500000US21141,21141,"Logan County, Kentucky",NA,26835,26835,26850,26829,26711,26971,26808,26737,26657,27060,KY,516917,Logan County,1430014646,12688607,552.132,4.899,36.859829,-86.881436
1066,0500000US21143,21143,"Lyon County, Kentucky",NA,8314,8319,8331,8435,8449,8454,8413,8310,8083,8082,KY,516918,Lyon County,553844796,110561084,213.841,42.688,37.023976,-88.083391
